ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|1|1|1|157|157|7|6216023|8
2025|A2|12345|1|1|1|157|157|7|6221014|1
2025|A2|12345|1|1|1|157|157|7|6222012|4
2025|A2|12345|1|1|1|157|157|7|6224018|1
2025|A2|12345|1|1|1|157|157|7|6225016|5
2025|A2|12345|1|1|1|157|157|7|6225024|5
2025|A2|12345|1|1|1|157|157|7|6226022|5
2025|A2|12345|1|1|1|157|157|7|6231013|17
2025|A2|12345|1|1|1|157|157|7|6231021|10
2025|A2|12345|1|1|1|157|157|7|6232011|7
2025|A2|12345|1|1|1|157|157|7|6233019|7
2025|A2|12345|1|1|1|157|157|7|6239017|19
2025|A2|12345|1|1|1|157|157|7|6311039|1
2025|A2|12345|1|1|1|157|157|7|6312011|14
2025|A2|12345|1|1|1|157|157|7|6314017|4
2025|A2|12345|1|1|1|157|157|7|6322010|5
2025|A2|12345|1|1|1|157|157|7|6325030|15
2025|A2|12345|1|1|1|157|157|7|6325048|1
2025|A2|12345|1|1|1|157|157|7|6326012|3
2025|A2|12345|1|1|1|157|157|7|6326020|2
2025|A2|12345|1|1|1|157|157|7|6329016|19
2025|A2|12345|1|1|1|157|157|7|6411011|42
2025|A2|12345|1|1|1|157|157|7|6412019|13
2025|A2|12345|1|1|1|157|157|7|6419015|1
2025|A2|12345|1|1|1|157|157|7|6512017|11
2025|A2|12345|1|1|1|157|157|7|6513015|34
2025|A2|12345|1|1|1|157|157|7|6514013|1
2025|A2|12345|1|1|1|157|157|7|6519013|2
2025|A2|12345|1|1|1|157|157|7|6621016|1
2025|A2|12345|1|1|1|157|157|7|6622014|1
2025|A2|12345|1|1|1|157|157|7|6622022|11
2025|A2|12345|1|1|1|157|157|7|6623012|2
2025|A2|12345|1|1|1|157|157|7|6628012|2
2025|A2|12345|1|1|1|157|157|7|6629010|10
2025|A2|12345|1|1|1|157|157|7|6691019|1
2025|A2|12345|1|1|1|157|157|7|6699021|5
2025|A2|12345|1|1|1|157|157|7|6699047|4
2025|A2|12345|1|1|1|157|157|7|6711015|2
2025|A2|12345|1|1|1|157|157|7|6714019|2
2025|A2|12345|1|1|1|157|157|7|6719019|3
2025|A2|12345|1|1|1|157|157|7|6729026|8
2025|A2|12345|1|1|1|157|157|7|6732011|5
2025|A2|12345|1|1|1|157|157|7|6811013|2
2025|A2|12345|1|1|1|157|157|7|6812011|1
2025|A2|12345|1|1|1|157|157|7|6815015|3
2025|A2|12345|1|1|1|157|157|7|6819017|6
2025|A2|12345|1|1|1|157|157|7|6911029|1
2025|A2|12345|1|1|1|157|157|7|6992011|1
2025|A2|12345|1|1|1|157|157|7|6999025|2
2025|A2|12345|1|1|1|157|157|7|6999075|2
2025|A2|12345|1|1|1|157|157|7|6999083|4
2025|A2|12345|1|1|1|157|157|7|6999108|38
2025|A2|12345|1|1|1|157|157|7|6999900|19
2025|A2|12345|1|1|1|157|157|7|7111016|12
2025|A2|12345|1|1|1|157|157|7|7112014|18
2025|A2|12345|1|1|1|157|157|7|7113012|14
2025|A2|12345|1|1|1|157|157|7|7114010|9
2025|A2|12345|1|1|1|157|157|7|7115018|3
2025|A2|12345|1|1|1|157|157|7|7119010|3
2025|A2|12345|1|1|1|157|157|7|7121015|8
2025|A2|12345|1|1|1|157|157|7|7122013|1
2025|A2|12345|1|1|1|157|157|7|7123011|19
2025|A2|12345|1|1|1|157|157|7|7129019|89
2025|A2|12345|1|1|1|157|157|7|7129902|5
2025|A2|12345|1|1|1|157|157|7|7131014|5
2025|A2|12345|1|1|1|157|157|7|7133010|1
2025|A2|12345|1|1|1|157|157|7|7191018|3
2025|A2|12345|1|1|1|157|157|7|7291016|1
2025|A2|12345|1|1|1|157|157|7|7311012|10
2025|A2|12345|1|1|1|157|157|7|7414014|3
2025|A2|12345|1|1|1|157|157|7|7511018|2
2025|A2|12345|1|1|1|157|157|7|7512016|2
2025|A2|12345|1|1|1|157|157|7|7513014|5
2025|A2|12345|1|1|1|157|157|7|7519012|1
2025|A2|12345|1|1|1|157|157|7|7611016|4
2025|A2|12345|1|1|1|157|157|7|7613012|4
2025|A2|12345|1|1|1|157|157|7|7613905|2
2025|A2|12345|1|1|1|157|157|7|8113011|1
2025|A2|12345|1|1|1|157|157|7|8113128|1
2025|A2|12345|1|1|1|157|157|7|8123052|18
2025|A2|12345|1|1|1|157|157|7|8123060|10
2025|A2|12345|1|1|1|157|157|7|8123078|4
2025|A2|12345|1|1|1|157|157|7|8133027|2
2025|A2|12345|1|1|1|157|157|7|8133035|1
2025|A2|12345|1|1|1|157|157|7|8219017|2
