ANIO|CLAVE DEL FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO TOTAL DE CLIENTES O USUARIOS
2025|A1|12345|05  |1|157|157|5|00000000008933013|2
2025|A1|12345|05  |1|157|157|5|00000000008991011|2
2025|A1|12345|05  |1|157|157|5|00000000009919012|1
2025|A1|12345|05  |1|157|157|5|00000000009999999|1
2025|A1|12345|05  |1|157|157|5|00000000|1
2025|A1|12345|15 PEP|1|157|157|5|00000000000111104|1
2025|A1|12345|15 PEP|1|157|157|5|00000000002012011|1
2025|A1|12345|15 PEP|1|157|157|5|00000000002093011|1
2025|A1|12345|15 PEP|1|157|157|5|00000000002432011|1
2025|A1|12345|15 PEP|1|157|157|5|00000000002612019|1
2025|A1|12345|15 PEP|1|157|157|5|00000000003593028|1
2025|A1|12345|15 PEP|1|157|157|5|00000000004111019|1
2025|A1|12345|15 PEP|1|157|157|5|00000000004111944|1
2025|A1|12345|15 PEP|1|157|157|5|00000000005011010|1
2025|A1|12345|15 PEP|1|157|157|5|00000000006131023|2
2025|A1|12345|15 PEP|1|157|157|5|00000000006212013|1
2025|A1|12345|15 PEP|1|157|157|5|00000000006513015|1
2025|A1|12345|15 PEP|1|157|157|5|00000000008219025|1
2025|A1|12345|15 PEP|1|157|157|5|00000000008219041|1
2025|A1|12345|15 PEP|1|157|157|5|00000000008424012|1
2025|A1|12345|15 PEP|1|157|157|5|00000000008519011|1
2025|A1|12345|15 PEP|1|157|157|5|00000000008991011|5
2025|A1|12345|15 PEP|1|157|157|5|00000000009112012|1
2025|A1|12345|15 PEP|1|157|157|5|00000000009113010|2
2025|A1|12345|15 PEP|1|157|157|5|00000000009115016|1
2025|A1|12345|15 PEP|1|157|157|5|00000000009411018|4
2025|A1|12345|15 PEP|1|157|157|5|00000000009411026|3
2025|A1|12345|15 PEP|1|157|157|5|00000000009411034|6
2025|A1|12345|15 PEP|1|157|157|5|00000000009411998|1
2025|A1|12345|15 PEP|1|157|157|5|00000000009999999|2
2025|A1|12345|15 PEP|1|157|157|5|00000000|3
