ANIO|CLAVE DEL FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO UTILIZADO|TIPO CLIENTE O USUARIO|ACTIVIDAD ECONOMICA|TIPO MONEDA|TIPO DE INSTRUMENTO MONETARIO|OPERACION DE ENTRADA-SALIDA|NUMERO DE OPERACIONES|MONTO DE LAS OPERACIONES
2025|B|12345|1|01|7129019|1|1|2|36|63025
2025|B|12345|1|01|7129902|1|1|2|16|13575
2025|B|12345|1|01|7311012|1|1|2|1|800
2025|B|12345|1|01|8123052|1|1|2|50|57782
2025|B|12345|1|01|8123060|1|1|2|100|93652
2025|B|12345|1|01|8219041|1|1|2|102|104254
2025|B|12345|1|15|8219041|1|1|2|7|20500
2025|B|12345|1|01|8413015|1|1|2|1|500
2025|B|12345|1|01|8424012|1|1|2|15|26000
2025|B|12345|1|01|8426018|1|1|2|2|4400
2025|B|12345|1|01|8426026|1|1|2|18|40000
2025|B|12345|1|01|8429038|1|1|2|15|25900
2025|B|12345|1|01|8519011|1|1|2|12|26800
2025|B|12345|1|01|8611015|1|1|2|4|6700
2025|B|12345|1|01|8711013|1|1|2|1|2000
2025|B|12345|1|01|8711021|1|1|2|114|198746
2025|B|12345|1|05|8711021|1|1|2|1|3000
2025|B|12345|1|01|8712011|1|1|2|15|23277
2025|B|12345|1|01|8722010|1|1|2|30|57907
2025|B|12345|1|01|8827018|1|1|2|1|2000
2025|B|12345|1|01|8839013|1|1|2|3|2500
2025|B|12345|1|01|8839906|1|1|2|4|6000
2025|B|12345|1|01|8911019|1|1|2|1|726
2025|B|12345|1|01|8913015|1|1|2|5|12500
2025|B|12345|1|01|8915011|1|1|2|3|2500
2025|B|12345|1|01|8921018|1|1|2|6|15000
2025|B|12345|1|01|8922016|1|1|2|32|54600
2025|B|12345|1|01|8929020|1|1|2|6|10700
2025|B|12345|1|01|8933013|1|1|2|16|32019
2025|B|12345|1|01|8934011|1|1|2|7|13000
2025|B|12345|1|01|8935019|1|1|2|26|26192
2025|B|12345|1|01|8941016|1|1|2|11|29626
2025|B|12345|1|01|8942014|1|1|2|5|10850
2025|B|12345|1|01|8944028|1|1|2|4|7990
2025|B|12345|1|01|8944098|1|1|2|2|4000
2025|B|12345|1|01|8949888|1|1|2|5|3209
2025|B|12345|1|01|8949896|1|1|2|8|23000
2025|B|12345|1|01|8949903|1|1|2|1|4000
2025|B|12345|1|01|8991011|1|1|2|1115|1930640
2025|B|12345|1|15|8991011|1|1|2|2|3300
2025|B|12345|1|01|9112012|1|1|2|16|43506
2025|B|12345|1|01|9113010|1|1|2|8|14500
2025|B|12345|1|01|9115016|1|1|2|4|2520
2025|B|12345|1|01|9119018|1|1|2|1|100
2025|B|12345|1|01|9122011|1|1|2|2|6000
2025|B|12345|1|01|9129017|1|1|2|6|8013
2025|B|12345|1|01|9211012|1|1|2|23|38597
2025|B|12345|1|01|9212010|1|1|2|6|20000
2025|B|12345|1|01|9213018|1|1|2|8|12500
2025|B|12345|1|01|9221011|1|1|2|1|2120
2025|B|12345|1|01|9231028|1|1|2|1|5000
2025|B|12345|1|01|9311044|1|1|2|19|10420
2025|B|12345|1|01|9331018|1|1|2|7|10522
2025|B|12345|1|01|9411018|1|1|2|12|18700
2025|B|12345|1|01|9411026|1|1|2|5|10450
2025|B|12345|1|01|9411034|1|1|2|45|88111
2025|B|12345|1|01|9411998|1|1|2|7|11900
2025|B|12345|1|01|9919012|1|1|2|15|44600
2025|B|12345|1|01|9999999|1|1|2|136|261670
2025|B|12345|1|01|000000|1|1|2|20|38500
2025|B|12345|1|01|124040|1|2|1|1|3660
2025|B|12345|1|01|1111012|1|2|1|2|3027
2025|B|12345|1|01|2071017|1|2|1|2|13400
2025|B|12345|1|01|2432011|1|2|1|2|18000
2025|B|12345|1|01|3516038|1|2|1|1|2000
2025|B|12345|1|01|3596014|1|2|1|1|500
2025|B|12345|1|01|3699024|1|2|1|1|2680
2025|B|12345|1|01|3819010|1|2|1|1|24600
2025|B|12345|1|01|4111928|1|2|1|1|50000
2025|B|12345|1|01|5011010|1|2|1|1|66
2025|B|12345|1|01|6131023|1|2|1|2|22900
2025|B|12345|1|01|6132021|1|2|1|1|1384
2025|B|12345|1|01|6132047|1|2|1|1|41000
2025|B|12345|1|01|6211023|1|2|1|2|27510
2025|B|12345|1|01|6232011|1|2|1|1|5402
2025|B|12345|1|01|6325030|1|2|1|1|2083
2025|B|12345|1|01|7111016|1|2|1|1|17000
2025|B|12345|1|01|7114010|1|2|1|2|580
2025|B|12345|1|01|7131014|1|2|1|1|19000
2025|B|12345|1|01|8123060|1|2|1|3|26754
2025|B|12345|1|15|8219041|1|2|1|1|15600
2025|B|12345|1|01|8711021|1|2|1|1|1
2025|B|12345|1|01|8922016|1|2|1|1|6000
2025|B|12345|1|01|8991011|1|2|1|17|87971
2025|B|12345|1|01|9112012|1|2|1|2|200
2025|B|12345|1|01|9115016|1|2|1|2|220
2025|B|12345|1|01|9129017|1|2|1|3|5910
2025|B|12345|1|01|9211012|1|2|1|1|15000
2025|B|12345|1|01|9213018|1|2|1|1|28000
2025|B|12345|1|01|9411026|1|2|1|2|21000
2025|B|12345|1|01|9411034|1|2|1|1|10000
2025|B|12345|1|01|9999999|1|2|1|3|16210
2025|B|12345|1|01|111063|1|2|2|4|19500
2025|B|12345|1|01|111089|1|2|2|4|39000
2025|B|12345|1|01|149014|1|2|2|4|45300
2025|B|12345|1|01|191015|1|2|2|1|1000
2025|B|12345|1|01|211011|1|2|2|1|9000
2025|B|12345|1|01|212019|1|2|2|2|25000
2025|B|12345|1|01|214015|1|2|2|4|65000
2025|B|12345|1|01|219015|1|2|2|4|35400
2025|B|12345|1|01|219908|1|2|2|3|43000
2025|B|12345|1|01|221010|1|2|2|3|25000
2025|B|12345|1|01|311019|1|2|2|4|73000
2025|B|12345|1|01|313015|1|2|2|3|76000
2025|B|12345|1|01|1111012|1|2|2|4|38000
2025|B|12345|1|01|2012011|1|2|2|4|31000
2025|B|12345|1|01|2049014|1|2|2|2|15000
2025|B|12345|1|01|2051027|1|2|2|1|900
2025|B|12345|1|01|2071017|1|2|2|7|55400
2025|B|12345|1|01|2082014|1|2|2|3|17000
2025|B|12345|1|01|2092021|1|2|2|2|25600
2025|B|12345|1|01|2093011|1|2|2|2|12000
2025|B|12345|1|01|2097013|1|2|2|1|9000
2025|B|12345|1|01|2099043|1|2|2|1|1000
2025|B|12345|1|01|2122018|1|2|2|3|27800
2025|B|12345|1|01|2131027|1|2|2|2|37000
2025|B|12345|1|01|2131043|1|2|2|1|15000
2025|B|12345|1|01|2411023|1|2|2|2|43000
2025|B|12345|1|01|2415017|1|2|2|3|92000
2025|B|12345|1|01|2432011|1|2|2|15|252770
2025|B|12345|1|01|2639039|1|2|2|1|9600
2025|B|12345|1|01|2711019|1|2|2|1|6950
2025|B|12345|1|01|3219012|1|2|2|1|1500
2025|B|12345|1|01|3324019|1|2|2|1|1000
2025|B|12345|1|01|3516038|1|2|2|1|10000
2025|B|12345|1|01|3516054|1|2|2|1|1000
2025|B|12345|1|01|3593010|1|2|2|6|51257
2025|B|12345|1|01|3599042|1|2|2|3|14779
2025|B|12345|1|01|3699024|1|2|2|1|1000
2025|B|12345|1|01|3699032|1|2|2|2|19000
2025|B|12345|1|01|3791010|1|2|2|3|46500
2025|B|12345|1|01|3793024|1|2|2|2|30000
2025|B|12345|1|01|3815018|1|2|2|1|10700
2025|B|12345|1|01|3819010|1|2|2|5|77600
2025|B|12345|1|01|3821015|1|2|2|1|2500
2025|B|12345|1|01|3892016|1|2|2|1|5000
2025|B|12345|1|01|3997030|1|2|2|2|23000
2025|B|12345|1|01|4111019|1|2|2|10|124500
2025|B|12345|1|01|4111027|1|2|2|4|38500
2025|B|12345|1|01|4111928|1|2|2|13|145200
2025|B|12345|1|01|4111944|1|2|2|9|127000
2025|B|12345|1|01|4111952|1|2|2|1|1000
2025|B|12345|1|01|4112017|1|2|2|2|13000
2025|B|12345|1|01|4121018|1|2|2|1|5300
2025|B|12345|1|01|4199908|1|2|2|1|20000
2025|B|12345|1|01|4221016|1|2|2|1|13000
2025|B|12345|1|01|5011010|1|2|2|1|12000
2025|B|12345|1|01|5012018|1|2|2|7|67500
2025|B|12345|1|05|6114011|1|2|2|1|1900
2025|B|12345|1|01|6122014|1|2|2|2|43500
2025|B|12345|1|01|6131015|1|2|2|1|23000
2025|B|12345|1|01|6131023|1|2|2|31|392700
2025|B|12345|1|01|6132013|1|2|2|3|10000
2025|B|12345|1|01|6132021|1|2|2|3|21000
2025|B|12345|1|01|6132047|1|2|2|2|38000
2025|B|12345|1|01|6211023|1|2|2|18|222600
2025|B|12345|1|01|6212013|1|2|2|4|36000
2025|B|12345|1|01|6216023|1|2|2|2|26430
2025|B|12345|1|01|6231021|1|2|2|1|2000
2025|B|12345|1|01|6232011|1|2|2|1|5402
2025|B|12345|1|01|6239017|1|2|2|2|9000
2025|B|12345|1|01|6312011|1|2|2|8|145000
2025|B|12345|1|01|6322010|1|2|2|1|61900
2025|B|12345|1|01|6411011|1|2|2|5|55300
2025|B|12345|1|01|6412019|1|2|2|1|6000
2025|B|12345|1|01|6512017|1|2|2|2|41000
2025|B|12345|1|01|6513015|1|2|2|2|9000
2025|B|12345|1|01|6629010|1|2|2|4|49800
2025|B|12345|1|01|6699047|1|2|2|1|3000
2025|B|12345|1|01|7111016|1|2|2|1|17000
2025|B|12345|1|01|7113012|1|2|2|3|17000
2025|B|12345|1|01|7123011|1|2|2|1|7200
2025|B|12345|1|01|7129019|1|2|2|7|89087
2025|B|12345|1|01|7129902|1|2|2|2|11700
2025|B|12345|1|01|7131014|1|2|2|1|19000
2025|B|12345|1|01|7311012|1|2|2|1|1000
2025|B|12345|1|01|7512016|1|2|2|2|15840
2025|B|12345|1|01|8123060|1|2|2|6|49441
2025|B|12345|1|01|8219041|1|2|2|13|222903
2025|B|12345|1|15|8219041|1|2|2|1|3000
2025|B|12345|1|01|8412017|1|2|2|2|20000
2025|B|12345|1|01|8413015|1|2|2|1|25000
2025|B|12345|1|01|8424012|1|2|2|4|65708
2025|B|12345|1|01|8426026|1|2|2|2|11500
2025|B|12345|1|01|8427016|1|2|2|1|2800
2025|B|12345|1|01|8429038|1|2|2|2|25000
2025|B|12345|1|01|8519011|1|2|2|3|19000
2025|B|12345|1|01|8611015|1|2|2|1|5000
2025|B|12345|1|01|8711013|1|2|2|2|27719
2025|B|12345|1|01|8711021|1|2|2|10|72400
2025|B|12345|1|01|8712011|1|2|2|8|48100
2025|B|12345|1|01|8722010|1|2|2|8|144500
2025|B|12345|1|01|8911019|1|2|2|2|24000
2025|B|12345|1|01|8913015|1|2|2|2|15000
2025|B|12345|1|01|8914013|1|2|2|1|2000
2025|B|12345|1|01|8921018|1|2|2|1|10000
2025|B|12345|1|01|8922016|1|2|2|1|6000
2025|B|12345|1|01|8933013|1|2|2|2|17000
2025|B|12345|1|01|8934011|1|2|2|1|38568
2025|B|12345|1|01|8941016|1|2|2|2|25000
2025|B|12345|1|01|8942014|1|2|2|4|40713
2025|B|12345|1|01|8944028|1|2|2|1|5000
2025|B|12345|1|01|8944098|1|2|2|1|2000
2025|B|12345|1|01|8991011|1|2|2|290|4292121
2025|B|12345|1|15|8991011|1|2|2|2|15000
2025|B|12345|1|01|9112012|1|2|2|1|13000
2025|B|12345|1|01|9113010|1|2|2|3|118600
2025|B|12345|1|01|9115016|1|2|2|1|1000
2025|B|12345|1|01|9122011|1|2|2|4|150000
2025|B|12345|1|01|9129017|1|2|2|1|2500
2025|B|12345|1|01|9211012|1|2|2|6|140458
2025|B|12345|1|01|9212010|1|2|2|4|143500
2025|B|12345|1|01|9213018|1|2|2|3|65500
2025|B|12345|1|01|9231028|1|2|2|1|6500
2025|B|12345|1|01|9311044|1|2|2|1|9000
2025|B|12345|1|01|9331018|1|2|2|1|3000
2025|B|12345|1|01|9411018|1|2|2|5|90018
2025|B|12345|1|01|9411026|1|2|2|2|35000
2025|B|12345|1|01|9411034|1|2|2|10|115014
2025|B|12345|1|15|9411034|1|2|2|1|115000
2025|B|12345|1|01|9411998|1|2|2|2|50400
2025|B|12345|1|01|9919012|1|2|2|4|49500
2025|B|12345|1|01|9999999|1|2|2|22|295300
2025|B|12345|1|01|000000|1|2|2|8|71093
2025|B|12345|1|01|111063|1|8|1|2|1405
2025|B|12345|1|05|111089|1|8|1|1|1000
2025|B|12345|1|01|111104|1|8|1|1|3949
2025|B|12345|1|01|124040|1|8|1|3|2469
2025|B|12345|1|01|191015|1|8|1|2|2000
2025|B|12345|1|01|211011|1|8|1|1|1000
2025|B|12345|1|01|212019|1|8|1|1|1
2025|B|12345|1|01|219015|1|8|1|1|500
2025|B|12345|1|01|313015|1|8|1|2|111457
2025|B|12345|1|01|1111012|1|8|1|4|2608
2025|B|12345|1|01|2012011|1|8|1|2|17000
2025|B|12345|1|01|2051027|1|8|1|1|900
2025|B|12345|1|01|2093011|1|8|1|3|1130
2025|B|12345|1|01|2094027|1|8|1|2|1100
2025|B|12345|1|01|2099043|1|8|1|1|0
2025|B|12345|1|01|2131027|1|8|1|1|37000
2025|B|12345|1|01|2411023|1|8|1|1|10000
2025|B|12345|1|01|2415017|1|8|1|1|300
2025|B|12345|1|01|2432011|1|8|1|12|27526
2025|B|12345|1|01|2519017|1|8|1|2|3000
2025|B|12345|1|01|2711019|1|8|1|2|6950
2025|B|12345|1|01|3219012|1|8|1|1|1000
2025|B|12345|1|01|3411030|1|8|1|3|1077
2025|B|12345|1|01|3521037|1|8|1|1|1000
2025|B|12345|1|01|3531010|1|8|1|1|4407
2025|B|12345|1|01|3599042|1|8|1|4|2500
2025|B|12345|1|01|3621027|1|8|1|1|1000
2025|B|12345|1|01|3632016|1|8|1|1|1000
2025|B|12345|1|01|3693018|1|8|1|2|936
2025|B|12345|1|01|3699024|1|8|1|2|2000
2025|B|12345|1|01|3699032|1|8|1|1|21164
2025|B|12345|1|01|3791010|1|8|1|1|30000
2025|B|12345|1|01|3793016|1|8|1|1|137
2025|B|12345|1|01|3793024|1|8|1|2|2500
2025|B|12345|1|01|3815018|1|8|1|1|2610
2025|B|12345|1|01|3819010|1|8|1|1|1000
2025|B|12345|1|01|3821015|1|8|1|2|1250
2025|B|12345|1|01|3932010|1|8|1|1|1000
2025|B|12345|1|01|3999101|1|8|1|3|11
2025|B|12345|1|01|4111019|1|8|1|5|252206
2025|B|12345|1|01|4111027|1|8|1|6|11649
2025|B|12345|1|01|4111928|1|8|1|1|1000
2025|B|12345|1|01|4111936|1|8|1|2|1200
2025|B|12345|1|01|4111944|1|8|1|2|44
2025|B|12345|1|01|4111952|1|8|1|1|1000
2025|B|12345|1|01|4112017|1|8|1|1|2000
2025|B|12345|1|01|4113015|1|8|1|2|2190
2025|B|12345|1|01|4199908|1|8|1|1|3000
2025|B|12345|1|01|4299013|1|8|1|1|420
2025|B|12345|1|01|5011010|1|8|1|3|35032
2025|B|12345|1|01|5012018|1|8|1|2|8300
2025|B|12345|1|01|6112015|1|8|1|1|1000
2025|B|12345|1|01|6122014|1|8|1|1|2000
2025|B|12345|1|01|6131023|1|8|1|19|117386
2025|B|12345|1|15|6131023|1|8|1|1|1000
2025|B|12345|1|01|6132021|1|8|1|1|16
2025|B|12345|1|01|6211023|1|8|1|20|78323
2025|B|12345|1|01|6212013|1|8|1|2|1900
2025|B|12345|1|01|6216023|1|8|1|1|26250
2025|B|12345|1|01|6231013|1|8|1|1|600
2025|B|12345|1|01|6231021|1|8|1|1|6500
2025|B|12345|1|01|6232011|1|8|1|1|500
2025|B|12345|1|01|6312011|1|8|1|2|6264
2025|B|12345|1|01|6322010|1|8|1|1|30084
2025|B|12345|1|01|6329016|1|8|1|1|1252
2025|B|12345|1|01|6411011|1|8|1|3|8000
2025|B|12345|1|01|6412019|1|8|1|1|1000
2025|B|12345|1|01|6513015|1|8|1|1|610
2025|B|12345|1|01|6629010|1|8|1|1|800
2025|B|12345|1|01|6732011|1|8|1|2|1000
2025|B|12345|1|01|6999083|1|8|1|3|2210
2025|B|12345|1|01|6999108|1|8|1|3|5500
2025|B|12345|1|01|6999900|1|8|1|1|1000
2025|B|12345|1|01|7111016|1|8|1|4|4000
2025|B|12345|1|01|7114010|1|8|1|8|17250
2025|B|12345|1|01|7115018|1|8|1|1|4800
2025|B|12345|1|01|7123011|1|8|1|1|9
2025|B|12345|1|01|7129019|1|8|1|9|1171
2025|B|12345|1|01|7129902|1|8|1|2|607
2025|B|12345|1|01|7311012|1|8|1|1|1000
2025|B|12345|1|01|8123052|1|8|1|10|16925
2025|B|12345|1|01|8123060|1|8|1|20|105197
2025|B|12345|1|01|8219041|1|8|1|25|149863
2025|B|12345|1|01|8413015|1|8|1|1|29500
2025|B|12345|1|01|8424012|1|8|1|1|20000
2025|B|12345|1|01|8427016|1|8|1|1|2800
2025|B|12345|1|01|8429038|1|8|1|3|2017
2025|B|12345|1|01|8611015|1|8|1|1|1000
2025|B|12345|1|01|8711021|1|8|1|11|8124
2025|B|12345|1|01|8712011|1|8|1|3|13499
2025|B|12345|1|01|8722010|1|8|1|6|23424
2025|B|12345|1|01|8913015|1|8|1|3|461
2025|B|12345|1|01|8935019|1|8|1|4|10522
2025|B|12345|1|01|8941016|1|8|1|1|26
2025|B|12345|1|01|8942014|1|8|1|2|2500
2025|B|12345|1|01|8944098|1|8|1|1|3000
2025|B|12345|1|01|8949888|1|8|1|2|1110
2025|B|12345|1|01|8949903|1|8|1|1|5000
2025|B|12345|1|01|8991011|1|8|1|173|1282394
2025|B|12345|1|01|9112012|1|8|1|3|3456
2025|B|12345|1|01|9113010|1|8|1|3|7141
2025|B|12345|1|01|9115016|1|8|1|2|1002
2025|B|12345|1|15|9115016|1|8|1|1|3
2025|B|12345|1|01|9129017|1|8|1|2|2000
2025|B|12345|1|01|9211012|1|8|1|2|1032
2025|B|12345|1|01|9213018|1|8|1|2|2000
2025|B|12345|1|01|9311044|1|8|1|1|800
2025|B|12345|1|01|9331018|1|8|1|2|8000
2025|B|12345|1|01|9411018|1|8|1|4|4200
2025|B|12345|1|01|9411026|1|8|1|4|5500
2025|B|12345|1|01|9411034|1|8|1|5|4816
2025|B|12345|1|15|9411034|1|8|1|1|106921
2025|B|12345|1|01|9411998|1|8|1|3|48000
2025|B|12345|1|01|9919012|1|8|1|3|2700
2025|B|12345|1|01|9999999|1|8|1|6|9500
2025|B|12345|1|01|000000|1|8|1|2|6246
2025|B|12345|1|01|111047|1|8|2|1|31
2025|B|12345|1|01|111063|1|8|2|54|3849
2025|B|12345|1|01|111089|1|8|2|22|827
2025|B|12345|1|05|111089|1|8|2|6|33
2025|B|12345|1|01|112045|1|8|2|2|5
2025|B|12345|1|01|112053|1|8|2|9|55
2025|B|12345|1|01|112128|1|8|2|1|42
2025|B|12345|1|01|124040|1|8|2|66|2299
2025|B|12345|1|01|131011|1|8|2|11|93
2025|B|12345|1|01|142084|1|8|2|3|45
2025|B|12345|1|01|149014|1|8|2|5|1994
2025|B|12345|1|01|149907|1|8|2|23|100613
2025|B|12345|1|01|191015|1|8|2|4|5
2025|B|12345|1|01|211011|1|8|2|45|1008
2025|B|12345|1|01|212019|1|8|2|26|571
2025|B|12345|1|01|214015|1|8|2|3|668
2025|B|12345|1|01|219015|1|8|2|13|98
2025|B|12345|1|01|222018|1|8|2|9|1008
2025|B|12345|1|01|231019|1|8|2|8|29
2025|B|12345|1|01|232017|1|8|2|13|46
2025|B|12345|1|01|259011|1|8|2|16|984
2025|B|12345|1|01|311019|1|8|2|30|317
2025|B|12345|1|01|313015|1|8|2|48|2468
2025|B|12345|1|01|329905|1|8|2|1|5
2025|B|12345|1|01|1111012|1|8|2|107|9486
2025|B|12345|1|01|1211028|1|8|2|7|39
2025|B|12345|1|01|1329904|1|8|2|8|111
2025|B|12345|1|01|1419010|1|8|2|2|42
2025|B|12345|1|01|2012011|1|8|2|6|809
2025|B|12345|1|15|2012011|1|8|2|8|3516
2025|B|12345|1|01|2012029|1|8|2|6|70
2025|B|12345|1|01|2012037|1|8|2|1|1
2025|B|12345|1|01|2029024|1|8|2|15|1674
2025|B|12345|1|01|2029032|1|8|2|1|2
2025|B|12345|1|01|2041010|1|8|2|2|21
2025|B|12345|1|01|2049014|1|8|2|10|45
2025|B|12345|1|01|2049022|1|8|2|7|99
2025|B|12345|1|01|2049030|1|8|2|2|54
2025|B|12345|1|01|2051027|1|8|2|40|683
2025|B|12345|1|01|2052017|1|8|2|3|20
2025|B|12345|1|01|2071017|1|8|2|44|820
2025|B|12345|1|01|2072023|1|8|2|4|3709
2025|B|12345|1|01|2092021|1|8|2|17|136
2025|B|12345|1|01|2093011|1|8|2|70|3580
2025|B|12345|1|05|2093011|1|8|2|2|19
2025|B|12345|1|01|2094019|1|8|2|2|4
2025|B|12345|1|01|2094027|1|8|2|18|171
2025|B|12345|1|01|2097013|1|8|2|20|197
2025|B|12345|1|01|2099043|1|8|2|41|1398
2025|B|12345|1|01|2114023|1|8|2|1|8
2025|B|12345|1|01|2122018|1|8|2|15|142
2025|B|12345|1|01|2131027|1|8|2|20|1862
2025|B|12345|1|01|2131043|1|8|2|1|3
2025|B|12345|1|01|2313039|1|8|2|6|42
2025|B|12345|1|01|2392025|1|8|2|4|54
2025|B|12345|1|01|2411015|1|8|2|23|35
2025|B|12345|1|01|2411023|1|8|2|5|112
2025|B|12345|1|01|2412013|1|8|2|28|259
2025|B|12345|1|01|2415017|1|8|2|46|3425
2025|B|12345|1|01|2419069|1|8|2|17|342
2025|B|12345|1|01|2432011|1|8|2|417|89052
2025|B|12345|1|01|2519017|1|8|2|15|242
2025|B|12345|1|01|2612019|1|8|2|11|273
2025|B|12345|1|15|2612019|1|8|2|1|7
2025|B|12345|1|01|2621010|1|8|2|10|31
2025|B|12345|1|01|2633015|1|8|2|7|151
2025|B|12345|1|05|2639013|1|8|2|6|253
2025|B|12345|1|01|2639039|1|8|2|20|107
2025|B|12345|1|01|2711019|1|8|2|28|516
2025|B|12345|1|01|2812015|1|8|2|27|904
2025|B|12345|1|01|2829010|1|8|2|8|1376
2025|B|12345|1|01|2829028|1|8|2|1|1
2025|B|12345|1|01|3021011|1|8|2|9|25
2025|B|12345|1|01|3032018|1|8|2|3|16
2025|B|12345|1|01|3051026|1|8|2|9|26
2025|B|12345|1|01|3062015|1|8|2|3|5
2025|B|12345|1|01|3212024|1|8|2|1|18
2025|B|12345|1|01|3219012|1|8|2|9|104
2025|B|12345|1|01|3222015|1|8|2|2|4
2025|B|12345|1|01|3321015|1|8|2|9|108
2025|B|12345|1|01|3323029|1|8|2|17|368
2025|B|12345|1|01|3323045|1|8|2|49|1618
2025|B|12345|1|01|3324019|1|8|2|7|302
2025|B|12345|1|01|3342011|1|8|2|2|5
2025|B|12345|1|01|3411030|1|8|2|29|1034
2025|B|12345|1|01|3516038|1|8|2|26|177
2025|B|12345|1|01|3516054|1|8|2|21|139
2025|B|12345|1|01|3521037|1|8|2|3|5
2025|B|12345|1|01|3531010|1|8|2|22|1121
2025|B|12345|1|01|3591022|1|8|2|4|40
2025|B|12345|1|01|3593010|1|8|2|63|1155
2025|B|12345|1|01|3593028|1|8|2|18|368
2025|B|12345|1|01|3596014|1|8|2|37|858
2025|B|12345|1|01|3599042|1|8|2|65|1875
2025|B|12345|1|01|3599076|1|8|2|4|7
2025|B|12345|1|01|3599092|1|8|2|19|478
2025|B|12345|1|01|3621027|1|8|2|44|720
2025|B|12345|1|01|3631018|1|8|2|1|29
2025|B|12345|1|01|3632016|1|8|2|5|190
2025|B|12345|1|01|3693018|1|8|2|3|649
2025|B|12345|1|01|3694024|1|8|2|1|1
2025|B|12345|1|01|3699024|1|8|2|62|1590
2025|B|12345|1|01|3699032|1|8|2|26|841
2025|B|12345|1|01|3711018|1|8|2|2|12
2025|B|12345|1|01|3729011|1|8|2|2|11
2025|B|12345|1|01|3791010|1|8|2|8|850
2025|B|12345|1|01|3793016|1|8|2|31|3914
2025|B|12345|1|01|3793024|1|8|2|40|1955
2025|B|12345|1|05|3793024|1|8|2|7|142
2025|B|12345|1|01|3793032|1|8|2|5|114
2025|B|12345|1|01|3811016|1|8|2|7|29
2025|B|12345|1|01|3812014|1|8|2|47|2231
2025|B|12345|1|01|3812030|1|8|2|3|31
2025|B|12345|1|01|3815018|1|8|2|28|545
2025|B|12345|1|01|3819010|1|8|2|49|2679
2025|B|12345|1|01|3821015|1|8|2|4|19
2025|B|12345|1|01|3892016|1|8|2|53|1383
2025|B|12345|1|01|3932028|1|8|2|3|11
2025|B|12345|1|01|3999101|1|8|2|50|1107
2025|B|12345|1|01|4111019|1|8|2|83|65569
2025|B|12345|1|01|4111027|1|8|2|93|15931
2025|B|12345|1|01|4111928|1|8|2|101|16576
2025|B|12345|1|01|4111936|1|8|2|2|11
2025|B|12345|1|01|4111944|1|8|2|52|36006
2025|B|12345|1|01|4111952|1|8|2|3|6
2025|B|12345|1|01|4112017|1|8|2|13|396
2025|B|12345|1|01|4113015|1|8|2|5|10
2025|B|12345|1|01|4121018|1|8|2|1|31
2025|B|12345|1|01|4121026|1|8|2|26|1549
2025|B|12345|1|01|4123014|1|8|2|1|1
2025|B|12345|1|01|4193017|1|8|2|9|39
2025|B|12345|1|01|4194015|1|8|2|2|16
2025|B|12345|1|01|4199015|1|8|2|10|58
2025|B|12345|1|01|4199908|1|8|2|19|1049
2025|B|12345|1|01|4221016|1|8|2|12|104
2025|B|12345|1|01|4222014|1|8|2|3|7
2025|B|12345|1|01|4229010|1|8|2|3|40
2025|B|12345|1|01|4291019|1|8|2|28|1695
2025|B|12345|1|01|5011010|1|8|2|110|32744
2025|B|12345|1|01|5012018|1|8|2|42|7395
2025|B|12345|1|01|5111018|1|8|2|13|125
2025|B|12345|1|01|6111017|1|8|2|13|29
2025|B|12345|1|01|6112015|1|8|2|13|2145
2025|B|12345|1|05|6114011|1|8|2|2|19
2025|B|12345|1|01|6119011|1|8|2|5|24
2025|B|12345|1|01|6121024|1|8|2|1|0
2025|B|12345|1|01|6122014|1|8|2|30|437
2025|B|12345|1|01|6131015|1|8|2|23|10151
2025|B|12345|1|01|6131023|1|8|2|461|56077
2025|B|12345|1|05|6131023|1|8|2|6|1294
2025|B|12345|1|15|6131023|1|8|2|1|18
2025|B|12345|1|01|6132013|1|8|2|10|80
2025|B|12345|1|01|6132021|1|8|2|38|542
2025|B|12345|1|01|6132039|1|8|2|19|711
2025|B|12345|1|01|6132047|1|8|2|9|2479
2025|B|12345|1|01|6133029|1|8|2|10|220
2025|B|12345|1|01|6134019|1|8|2|9|81
2025|B|12345|1|01|6135017|1|8|2|14|324
2025|B|12345|1|01|6136023|1|8|2|2|230
2025|B|12345|1|01|6211023|1|8|2|329|70581
2025|B|12345|1|01|6212013|1|8|2|26|1734
2025|B|12345|1|01|6215025|1|8|2|9|208
2025|B|12345|1|01|6216023|1|8|2|5|58
2025|B|12345|1|01|6225016|1|8|2|4|70
2025|B|12345|1|01|6225024|1|8|2|4|56
2025|B|12345|1|01|6226022|1|8|2|5|78
2025|B|12345|1|01|6231013|1|8|2|29|729
2025|B|12345|1|01|6231021|1|8|2|5|1003
2025|B|12345|1|01|6232011|1|8|2|21|661
2025|B|12345|1|01|6233019|1|8|2|13|398
2025|B|12345|1|01|6239017|1|8|2|46|651
2025|B|12345|1|01|6312011|1|8|2|33|15837
2025|B|12345|1|01|6314017|1|8|2|8|362
2025|B|12345|1|01|6325030|1|8|2|26|580
2025|B|12345|1|05|6325030|1|8|2|2|243
2025|B|12345|1|01|6329016|1|8|2|30|1505
2025|B|12345|1|01|6411011|1|8|2|51|684
2025|B|12345|1|01|6412019|1|8|2|38|988
2025|B|12345|1|01|6419015|1|8|2|18|429
