ANIO|CLAVE DE FORMULARIO|CLAVE DE LA ENTIDAD|TIPO DE PRODUCTO O SERVICIO|TIPO DE CLIENTE O USUARIO|CLASIFICACION POR GRADO DE RIESGO|PAIS DE NACIONALIDAD|PAIS DE RESIDENCIA|ENTIDAD FEDERATIVA DE RESIDENCIA|ACTIVIDAD ECONOMICA|NUMERO DE CLIENTES O  USUARIOS ACTIVOS AL CIERRE
2025|A2|12345|3|1|1|157|157|15|2431013|1
2025|A2|12345|3|1|1|157|157|15|2431021|1
2025|A2|12345|3|1|1|157|157|15|2432011|2
2025|A2|12345|3|1|1|157|157|15|2432029|7
2025|A2|12345|3|1|1|157|157|15|2434017|7
2025|A2|12345|3|1|1|157|157|15|2439017|1
2025|A2|12345|3|1|1|157|157|15|2511013|2
2025|A2|12345|3|1|1|157|157|15|2519017|2
2025|A2|12345|3|1|1|157|157|15|2529040|1
2025|A2|12345|3|1|1|157|157|15|2529066|1
2025|A2|12345|3|1|1|157|157|15|2529074|4
2025|A2|12345|3|1|1|157|157|15|2529082|2
2025|A2|12345|3|1|1|157|157|15|2529090|1
2025|A2|12345|3|1|1|157|157|15|2611011|1
2025|A2|12345|3|1|1|157|157|15|2621010|10
2025|A2|12345|3|1|1|157|157|15|2633023|3
2025|A2|12345|3|1|1|157|157|15|2639039|5
2025|A2|12345|3|1|1|157|157|15|2700004|1
2025|A2|12345|3|1|1|157|157|15|2711019|43
2025|A2|12345|3|1|1|157|157|15|2711027|7
2025|A2|12345|3|1|1|157|157|15|2712017|1
2025|A2|12345|3|1|1|157|157|15|2713015|3
2025|A2|12345|3|1|1|157|157|15|2713023|4
2025|A2|12345|3|1|1|157|157|15|2719013|1
2025|A2|12345|3|1|1|157|157|15|2800002|2
2025|A2|12345|3|1|1|157|157|15|2811017|1
2025|A2|12345|3|1|1|157|157|15|2812015|17
2025|A2|12345|3|1|1|157|157|15|2821016|3
2025|A2|12345|3|1|1|157|157|15|2822014|10
2025|A2|12345|3|1|1|157|157|15|2829010|16
2025|A2|12345|3|1|1|157|157|15|2829028|2
2025|A2|12345|3|1|1|157|157|15|2900000|2
